gvkey,fyear,act,at,che,dd1,dltt,dpc,lct,ppent,sale,seq
21146,2014,83.888,137.747,52.923,0.489,0.866,6.972,51.201,3.198,58.001,78.313
21146,2015,79.389,111.366,32.08,0.448,0.435,6.535,58.775,2.733,57.921,48.637
21150,2013,50.132,80.354,34.224,0,0,0.946,18.296,1.461,0,53.78
21150,2014,18.384,44.114,17.45,0,0.378,5.404,6.496,1.451,1.223,32.631
21150,2015,29.789,66.978,28.189,0.007,4.426,3.335,10.254,5.756,3.582,45.099
21150,2016,36.99,61.01,35.069,0.007,4,3.862,6.051,5.475,6.954,42.028
21150,2017,22.716,43.092,21.595,0.563,2.955,3.796,3.521,4.543,4.042,33.543
21155,2014,6.3,7.004,1.428,0.162,4.15,0.234,4.195,0.704,13.652,-1.491
21155,2015,10.368,11.897,4.378,1.169,2.097,0.424,11.637,1.404,20.694,-1.837
21155,2016,23.32,32.141,7.296,3.004,1.509,1.247,24.431,1.897,39.602,2.845
21155,2017,21.674,41.429,4.843,1.851,1.014,3.134,25.22,2.432,58.459,14.442
21155,2018,44.136,67.599,8.015,6.938,5.747,6.034,48.641,3.414,70.236,10.144
21165,2012,47.858,167.436,37.407,0,0,5.904,12.539,83.476,15.123,144.7
21165,2013,21.157,184.968,2.73,0,19.78,10.437,13.534,129.488,42.786,144.872
21165,2014,36.3,289.547,10.757,0,22.519,16.849,29.371,250.498,70.347,236.736
21165,2015,29.337,314.789,5.344,0,62.708,21.78,18.79,283.378,88.418,232.737
21165,2016,27.892,302.107,7.071,0.441,26.078,24.34,18.293,273.188,70.062,257.252
21165,2017,30.893,304.645,2.533,0.533,49.278,26.278,19.129,272.388,90.007,235.482
21165,2018,85.568,584.862,12.247,0.587,130.012,31.383,46.118,496.197,142.609,391.533
21178,2015,0.526,1.169,0.044,0,0.103,0.078,0.571,0.066,2.422,0.495
21178,2016,10.006,26.726,0.529,4.562,10.404,0.524,11.443,7.286,25.302,4.879
21178,2017,16.224,67.672,0.285,3.666,3.821,1.606,11.113,5.96,52.188,52.738
21178,2018,95.975,286.932,42.517,8.167,15.011,3.09,55.066,75.77,52.16,154.536
21186,2010,967.074,1341.824,704.182,0,169.326,29.344,339.892,24.552,699.968,827.522
21186,2011,551.154,1451.959,288.32,169.145,0.181,32.609,574.797,25.081,721.126,831.983
21188,2010,0.509,0.629,0.436,0,0,0.031,3.361,0.001,0,-2.957
21188,2011,0.177,0.332,0.13,0,0,0.086,3.441,0.004,0,-3.334
21188,2012,0.176,0.395,0.012,0,0,0.037,3.484,0.006,0.225,-3.314
21188,2013,0.38,0.606,0.082,0,0,0.048,3.714,0.002,0.38,-3.108
21188,2014,0.466,0.68,0.14,0,0,0.049,3.702,0.001,0,-3.022
21188,2015,1.055,1.236,0.745,0.297,0.075,0.053,3.73,0.001,0.197,-2.569
21188,2016,0.59,0.745,0.398,0.297,0.075,0.056,4.716,0,0.237,-4.046
21188,2017,0.343,0.463,0.03,0.362,0,0.052,5.01,0,0,-4.547
21189,2013,0.372,5.522,0.198,0,0,0.394,0.593,5.112,1.06,4.929
21189,2014,4.141,7.262,4.007,0,0,0.375,0.488,3.082,0.415,6.774
21189,2015,0.144,2.781,0.018,0,0,0.318,0.496,2.611,0.732,2.285
21201,2010,3.593,15.654,1.113,0,0,1.693,10.572,3.421,36.392,3.768
21206,2014,0.386,41.188,0.31,0,0,0,0.094,0,0,40.662
21208,2012,0.419,0.946,0.07,0,0,0.01,0.947,0.135,0,-0.267
21208,2013,27.599,29.483,26.804,0,0,0.042,18.602,0.22,0,10.146
21208,2014,58.126,59.888,57.313,0,0,0.074,4.468,0.237,0,53.637
21208,2015,50.982,52.722,50.152,0,0,0.093,6.156,0.223,0,44.666
21208,2016,33.16,35.096,31.931,2.177,9.991,0.096,8.816,0.363,0,13.92
21208,2017,16.294,18.306,15.376,4.664,5.734,0.126,10.706,0.26,0,-2.22
21208,2018,6.164,10.038,5.482,1.458,0,0.074,4.637,0.035,0,3.709
21209,2012,14.622,15.224,13.959,0,0,0.197,2.424,0.573,0,12.672
21209,2013,11.378,11.827,10.871,0,31.039,0.169,4.245,0.436,0,-23.583
21209,2014,37.744,38.138,36.783,0,0,0.135,2.93,0.358,0,35.102
21209,2015,38.592,39.238,37.146,0,0,0.122,4.158,0.326,0,35.007
21209,2016,46.574,47.274,45.254,0,0,0.13,4.788,0.687,0,42.4
21209,2017,58.458,65.689,54.729,0,0,0.156,7.569,7.128,13.864,55.9
21209,2018,51.709,60.678,50.482,0.347,0.449,1.156,4.774,8.921,0.585,53.093
21216,2010,7.056,7.662,6.973,0,0,0.024,0.4,0.318,0,-3.331
21216,2011,8.223,8.839,8.055,0,0,0.045,0.286,0.315,0,3.693
21216,2012,4.113,6.539,4.014,0,0,0.01,0.154,2.088,0,2.404
21216,2013,5.432,16.798,5.351,0,4.939,0.011,1.619,10.856,0,6.638
21216,2014,106.235,150.253,106.042,7.972,0.8,0.041,30.701,43.376,0,51.804
21216,2015,55.327,234.494,52.017,6.841,18.586,0.04,66.043,177.919,0,36.787
21216,2016,33.368,214.421,17.858,7.594,48.12,10.093,22.35,180.646,36.509,36.766
21216,2017,15.852,193.783,3.676,19.202,40.056,15.122,32.251,177.551,77.757,33.144
21216,2018,42.605,243.938,7.812,42.666,14.494,13.434,57.761,185.328,79.693,60.064
21222,2015,0.465,8.484,0.141,0,2.7,0.001,2.345,8.019,0,3.439
21222,2016,0.042,0.057,0.016,0,0,0.005,3.211,0.015,0,-3.154
21222,2017,0.05,0.06,0.023,0,0,0.004,2.569,0.01,0,-2.509
21222,2018,0.116,0.726,0.09,0,1.279,0.019,2.15,0.61,0,-2.765
21223,2012,8.154,13.206,7.886,1.07,0.831,0.529,4.715,3.308,0,7.66
21223,2013,4.343,9.684,4.145,0,9.816,0.975,7.118,2.735,0,-13.019
21223,2014,27.762,30.054,27.393,0,0,1.791,4.159,2.148,0,25.582
21223,2015,34.099,35.861,32.922,0,0,0.537,3.769,1.618,0,30.676
21223,2016,36.179,37.624,35.161,0,0,0.451,4.418,1.28,0,19.513
21223,2017,48.702,50.189,46.854,0,0,0.187,4.421,1.094,0,31.193
21223,2018,31.441,32.873,30.452,0,0,0.151,5.797,1.076,0,5.542
21226,2010,0.354,0.354,0.354,0.7,0,0.001,3.742,0,0,-3.428
21226,2011,1.803,1.829,1.687,0.582,0,0.004,4.821,0.026,0,-2.992
21226,2012,0.472,3.313,0.43,0,0,0.004,5.103,2.841,0,-1.79
21227,2012,53.645,315.634,14.097,0,0,5.839,40.025,6.821,83.098,196.459
21227,2013,154.794,2909.379,13.325,0,0,4.382,70.107,4.66,77.363,2779.194
21227,2014,80.43,3003.932,57.892,0,372,9.043,99.596,3.59,69.045,2494.769
21227,2015,678.247,3565.741,664.125,0,399.703,6.088,15.376,1.248,91.182,3148.219
21227,2016,258.419,9590.96,205.728,400,198.512,4.005,412.116,0.71,30.586,8473.092
21227,2018,84.574,12098.437,83.103,0,522.928,2.779,8.195,0,13.756,10598.618
21232,2010,5.227,13.125,4.09,0.376,0.105,3.203,3.336,3.638,25.309,9.461
21232,2011,2.798,11.647,1.424,0.286,0.164,3.26,3.868,4.255,23.87,6.35
21232,2012,4.229,12.656,2.721,0.1,0.067,2.879,3.388,3.783,24.064,7.894
21232,2013,7.918,15.457,5.455,0.656,1.02,2.849,3.608,3.237,23.749,9.202
21232,2014,14.872,22.268,7.185,2.204,3.173,2.745,7.093,3.4,26.046,10.924
21232,2015,9.11,16.408,3.223,1.15,6.504,3.122,5.122,3.915,24.519,3.848
21232,2016,10.662,16.695,5.686,3.143,5.382,2.923,6.643,3.101,22.312,4.068
21232,2017,9.638,16.57,3.378,5.235,0.172,2.377,10.747,3.678,21.274,5.536
21232,2018,6.785,14.864,2.586,1.045,2.77,2.823,4.024,4.667,23.335,6.917
21237,2010,414.938,1299.628,65.72,0,305.035,148.022,216.832,739.87,872.678,516.323
21237,2012,435.109,1261.818,79.619,35.441,331.268,75.747,256.815,552.714,880.831,551.12
21237,2013,373.939,1206.533,47.821,0.089,387.727,80.985,173.026,572.616,909.398,555.541
21237,2014,500.548,2067.836,57.105,90.074,844.961,116.912,378.644,1124.623,1077.567,369.713
21237,2015,355.404,1656.376,29.778,0.05,873.402,158.976,185.246,1048.004,1130.145,241.217
21237,2016,275.791,1315.54,36.531,0.03,700.792,133.736,116.885,945.451,694.764,233.523
21237,2017,338.354,1308.614,26.389,0,691.291,120.902,173.714,895.305,820.378,208.08
21237,2018,400.691,1385.527,40.102,0,842.579,121.307,200.351,853.931,998.775,173.4
21238,2010,128.154,204.912,49.279,0,0,10.222,22.7,50.848,250.733,175.031
21238,2011,144.334,208.141,71.908,0,0,11.005,19.948,47.241,252.968,180.945
21238,2012,146.063,202.581,84.554,0,0,10.423,17.565,44.092,218.507,178.352
21238,2013,118.524,165.64,56.802,0,0,10.008,20.655,40.092,199.16,139.176
21238,2014,113.478,155.542,55.457,0,0,9.805,23.157,37.387,225.731,127.772
21238,2015,115.506,157.545,62.98,0,0,9.142,20.601,37.45,220.194,135.031
21238,2016,111.772,154.067,56.17,0,0,8.438,22.227,37.574,200.28,130.809
21238,2017,118.832,165.724,44.23,0,0,8.893,28.036,41.356,227.83,136.114
21238,2018,165.06,221.068,70.557,0,0,9.254,35.998,50.432,291.22,183.656
21241,2010,89.478,131.788,62.335,0,0,2.599,3.25,29.626,52.091,128.538
21241,2011,118.881,223.371,65.606,0,0,5.748,31.498,70.874,179.718,191.873
21241,2012,175.089,288.031,71.978,0,0,5.993,45.774,80.065,217.524,242.257
21241,2013,227.165,348.728,75.031,0,0,14.764,51.875,89.673,216.898,296.853
21241,2014,228.213,393.11,26.89,0,0,33.261,61.07,48.062,233.402,332.04
21241,2015,304.184,429.583,92.982,0,0,47.71,56.633,44.634,263.355,372.95
21241,2016,335.581,418.783,102.896,0,0,40.312,48.299,37.57,268.785,370.484
21241,2017,370.954,455.682,123.051,0,8.436,17.408,49.718,34.192,285.213,397.528
21241,2018,407.427,482.986,150.806,0,7.372,6.201,83.066,30.894,287.054,392.548
21261,2012,199.226,511.022,76.018,3.969,853.065,11.26,226.703,134.66,1332.837,-609.518
21261,2013,282.695,700.996,155.659,0,747.431,13.963,256.639,136.241,1424.678,-362.621
21261,2014,438.931,1000.176,394.643,33.824,96.264,14.486,337.847,167.487,1489.967,459.253
21261,2015,526.58,1568.531,496.349,48.843,258.898,18.637,417.434,438.899,1529.584,808.147
21263,2015,1.732,1.808,0.925,0,3.075,0.028,1.375,0,0,-2.681
21263,2016,0.877,0.877,0.438,3.027,0,0.028,5.519,0,0,-4.642
21263,2017,0.767,0.767,0.152,1.539,0.286,0.056,4.17,0,0,-3.689
21263,2018,1.847,1.898,1.405,0.35,0,0.009,1.63,0,0,0.268
21273,2013,3.756,9.651,0.693,0.88,2.039,0.138,4.402,2.492,5.353,-3.59
21273,2014,4.217,10.689,0.678,3.637,2.136,0.187,7.057,3.139,4.452,-4.239
21273,2015,3.229,10.583,0.262,2.903,3.619,0.245,9.174,3.626,8.497,-8.649
21273,2016,7.654,11.728,1.726,1.83,4.832,0.023,9.636,0.079,7.796,-2.744
21273,2017,12.696,16.962,2.475,0,4.506,0.539,14.93,0.282,26.204,-2.474
21273,2018,7.075,7.124,1.566,0,2.155,0.042,11.309,0.048,23.459,-6.34
21280,2012,270.949,939.338,173.124,4,636.427,32.527,269.376,18.16,946.931,-2.833
21280,2013,222.779,889.856,108.294,10.8,629.703,29.54,194.567,21.718,1067.763,14.216
21280,2014,242.242,1915.511,107.942,137.22,1001.867,34.834,329.14,18.372,1259.867,408.884
21282,2013,0.559,0.692,0.502,0,0,0.005,2.571,0.003,0,-8.435
21282,2014,0.219,1.406,0.167,0,0,0.002,5.024,0.001,0,-10.398
21282,2015,9.449,9.508,8.394,0,0,0.001,3.421,0,0,6.087
21282,2016,4.154,9.731,3.635,0.013,0.016,0.005,7.308,0.038,0.669,-0.329
21282,2017,8.459,14.305,7.805,0.011,0.005,0.019,14.834,0.056,0.408,-1.927
21282,2018,8.478,14.281,8.004,0.005,0,0.038,3.864,0.044,1.653,8.936
21283,2015,0,0,0,0,0,0,0.04,0,0,-0.04
21283,2016,0.01,0.01,0.001,0,0,0,0.101,0,0,-0.091
21283,2017,0.503,0.528,0.218,0,0,0.005,0.421,0.025,0,0.107
21283,2018,1.175,1.21,0.156,0,0,0.01,10.447,0.035,0,-9.237
21295,2016,0.489,0.522,0.34,0,0,0.001,0.431,0.009,0.337,0.09
21295,2017,0.477,0.491,0.395,0,0.082,0.002,0.482,0.006,0.899,-0.073
21295,2018,4.692,9.278,4.456,0,0,0.028,0.212,4.578,0.308,9.066
21323,2014,24.533,166.668,17.578,0,0,8.634,5.011,140.964,21.107,138.406
21339,2015,19.364,21.744,19.279,0,0,0,0.185,0.134,0,21.559
21339,2016,20.002,24.901,19.325,0,0,0,0.418,0.329,0,24.483
21339,2017,16.199,21.938,15.717,0,0,0,1.525,0.961,0,20.413
21339,2018,13.424,35.573,12.801,0,0,0,1.099,0.142,0,34.474
21352,2012,593.7,2534.2,47.9,0,0,57.6,359.1,325.7,1684,2055.7
21352,2013,585.1,2484,44.1,0,0,69.2,310.4,324.9,1677.5,2079.1
21352,2014,684.9,2527.6,149,3.9,632.3,85.8,356,277.8,1672.1,1491.2
21352,2015,676,2000.2,129.5,0,578.1,65.4,315.2,279.5,1574.4,1055.3
21352,2016,593.5,2071.8,113.7,0,579,65.2,324.4,260.8,1592.3,1102.5
21352,2017,1160.7,2195.9,219.7,39.8,541.1,59.5,389.8,109.9,611.6,1215.4
21352,2018,713.6,1833.4,384.5,0,247.7,33.5,264.3,154.1,652.3,1297.2
21361,2010,0.254,0.263,0.011,0,0,0.008,0.596,0.009,0.659,-0.333
21361,2011,0.099,0.103,0.023,0,0,0.006,0.437,0.004,0.714,-0.334
21361,2012,0.139,0.14,0.021,0,0,0.003,0.606,0.001,0.637,-0.466
21361,2013,0.35,0.352,0.053,0,0.099,0.001,0.701,0.002,0.75,-0.448
21361,2014,0.378,0.396,0.028,0.103,0.032,0.004,0.802,0.018,0.923,-0.438
21361,2015,0.324,0.345,0.011,0.033,0.095,0.006,0.688,0.021,0.951,-0.438
21361,2016,0.543,0.558,0.199,0,0,0.007,0.738,0.015,1.384,-0.18
21361,2017,0.799,0.813,0.361,0,0,0.008,0.598,0.014,1.567,0.215
21361,2018,1.157,2.517,0.401,0,0,0.007,0.346,0.008,3.342,1.967
21362,2012,11.926,11.962,11.691,0,0,0.009,2.018,0.016,0,9.944
21362,2013,32.178,32.287,31.753,0,0,0.01,2.209,0.029,0,30.078
21362,2014,107.511,107.744,105.256,0,0,0.021,4.243,0.033,0,103.501
21362,2015,67.17,67.974,63.957,0,0,0.109,6.162,0.489,0,61.724
21362,2016,29.543,29.761,27.548,0,0,0.171,2.819,0.098,0,26.858
21378,2015,0.704,240.723,0.701,0,0,0,0.317,0,0.017,232.006
21378,2016,0.3,25.373,0.2,0,0,0,0.745,0,0,18.868
21421,2012,7.039,7.993,4.618,0.053,8.274,0.325,2.763,0.794,1.367,-3.044
21421,2013,11.788,12.673,8.675,0,19.211,0.316,2.683,0.723,1.565,-9.221
21421,2014,41.976,43.069,34.618,0,0,0.279,8.451,1.005,3.398,34.618
21421,2015,26.764,28.245,15.96,0,0,0.335,7.982,1.432,8.95,20.263
21421,2016,15.282,16.81,10.875,0,0,0.432,5.662,1.489,3.985,11.148
21421,2017,13.165,14.497,7.839,0,0,0.457,6.615,1.299,7.964,7.882
21421,2018,9.62,10.682,4.471,0,0,0.435,7.598,1.025,6.896,3.084
21422,2012,33.878,35.329,24.248,4.419,10.086,0.751,6.705,0.403,22.348,17.646
21422,2013,33.423,34.028,32.455,5.281,4.805,0.424,9.517,0.378,22.513,18.976
21422,2014,66.834,67.66,65.318,4.804,0,0.432,8.864,0.418,8.669,58.718
21422,2015,61.137,61.846,59.37,0,0,0.256,7.329,0.509,0.58,54.468
21427,2010,54.26,83.21,0.171,0.834,29.134,1.192,13.36,10.574,153.92,36.286
21429,2010,913.856,1535.533,361.469,38.119,242.351,74.435,438.777,473.607,1762.965,761.031
21429,2011,909.722,1547.799,327.398,32.173,218.413,60.546,448.468,447.14,2009.531,799.197
21429,2012,1022.057,1729.487,378.078,19.06,271.07,56.101,531.272,481.478,2083.037,829.953
21429,2013,950.203,1617.155,279.089,1.247,276.868,72.899,497.57,436.859,2266.901,781.94
21429,2014,970.178,1620.494,281.465,1.247,275.621,68.252,462.826,409.653,2275.27,794.385
21429,2015,985.222,1627.86,277.879,15.024,245.081,64.309,466.045,385.129,2371.029,839.237
21429,2016,1088.992,1733.453,254.21,14.796,229.498,64.375,529.934,406.65,2514.617,885.988
21429,2017,1232.078,1871.978,301.486,46.048,178.453,66.345,655.274,407.418,2989.713,945.108
21429,2018,1415.389,2476.601,302.806,47.286,335.119,111.544,677.842,549.688,3318.414,1351.633
21431,2012,245,13764,0,0,0,1054,551,13499,4072,9860
21431,2013,254,14297,0,0,0,1216,689,14008,4285,9989
21431,2014,701,12497,14,0,6360,1949,906,11685,4173,2611
21431,2015,497,7053,12,100,5974,1113,605,6312,2403,-916
21431,2016,425,6354,12,100,5076,562,726,5885,1547,-557
21431,2017,483,6207,20,0,5178,546,732,5696,2006,-814
21431,2018,640,7158,17,0,5154,518,607,6455,3063,-361
21432,2010,0.89,0.89,0.89,0,0,0,0.014,0,0,0.876
21432,2011,0.057,0.057,0.044,0,0,0,0.017,0,0,0.04
21432,2012,0.022,0.022,0.022,0,0,0,0.016,0,0,0.006
21432,2013,0.004,0.004,0.004,0,0,0,0.032,0,0,-0.028
21432,2014,0.001,0.001,0.001,0,0,0,0.062,0,0,-0.061
21432,2015,0.001,0.001,0.001,0,0,0,0.094,0,0,-0.093
21432,2016,0.003,0.003,0.003,0,0,0,0.126,0,0,-0.123
21432,2017,0.001,0.001,0.001,0,0,0,0.16,0,0,-0.159
21432,2018,0.002,0.002,0.002,0,0,0,0.217,0,0,-0.215
21433,2014,544.979,5049.066,297.423,22.865,3242.529,338.268,344.886,2808.314,1123.187,416.385
21433,2015,567.9,6094.6,308.6,20.9,3680.5,406.2,386.9,3299.2,1347.1,1211.2
21433,2016,397.1,6727.5,170.7,5.8,4130.2,516.3,486.5,4079.5,1721.7,1219.2
21433,2017,514.6,8739.4,220.7,13,5626.3,606.9,620.3,5016,2199.8,1410.5
21433,2018,630.8,9216.8,256.7,16.9,5811.7,747.4,618.2,5447.2,2604,1489.1
21440,2010,420.917,683.882,67.972,22.172,99.439,24.804,278.346,132.649,2401.728,251.764
21440,2011,551.792,808.449,108.844,17.212,115.13,25.814,331.113,142.146,2650.787,300.577
21440,2012,591.944,879.421,109.812,19.016,95.125,27.456,344.339,158.953,2794.983,379.454
21440,2013,682.468,970.696,215.241,27.567,73.938,27.667,375.66,177.329,2666.255,454.481
21440,2014,732.328,1044.212,200.951,35.064,76.257,27.575,410.451,202.203,3186.171,488.261
21440,2015,662.67,998.07,163.343,42.499,81.793,29.102,369.537,225.927,3322.487,466.237
21440,2016,737.407,1096.591,245.457,45.047,93.257,35.796,380.311,272.843,3169.136,542.557
21440,2017,961.203,1352.46,291.344,42.051,83.062,40.56,548.643,276.011,3648.862,650.672
21440,2018,971.429,1380.564,239.794,43.561,84.864,43.57,535.818,284.032,4618.96,686.824
21451,2012,958.203,1993.765,232.866,100.986,1.871,22.8,1200.399,41.171,2625.911,741.185
21451,2013,1255.162,2330.551,363.146,110.466,114.57,37.012,1542.22,45.435,3994.411,627.067
21451,2014,1614.134,2615.582,693.776,124.104,2.475,38.319,1886.786,53.231,4203.671,699.405
21451,2015,1239.686,1866.283,435.221,143.555,16.038,40.011,1721.601,36.351,3744.738,114.564
21451,2016,716.179,872.722,16.107,98.788,0,21.7,880.143,16.175,1958.15,-21.129
21452,2012,0.963,0.97,0.828,0,2.1,0.002,19.12,0.007,0,-20.25
21452,2013,3.594,3.599,2.955,2.613,0,0.004,30.014,0.005,0,-26.415
21452,2014,93.395,225.309,91.585,0,0,0.003,2.915,0.01,0,222.394
21452,2015,99.801,182.904,93.906,0,0,0.037,6.211,0.352,0,176.693
21452,2016,139.806,163.143,138.723,0,0,0.109,7.341,0.268,0,155.802
21452,2017,110.991,111.008,109.554,0,0,0.227,21.285,0.012,1250,89.68
21452,2018,83.33,83.332,82.542,0,0,0.004,1.118,0,0,82.214
21487,2010,1809.5,3418,78.7,0.5,1245.1,52.4,453.9,169.3,1984.2,1604
21487,2011,2184.9,3837.3,303.5,0.5,1245,62.1,580,208.3,2499.8,1872.6
21487,2012,2766.6,5106.4,513.7,0.3,1960.2,75,760.7,302.9,3085.3,2178.9
21487,2013,3159.7,5696.2,637.8,0,1959.4,89.6,879.1,425.7,3483.7,2609.2
21487,2014,1655,3199.9,292.5,20.6,2168.5,142.3,780.7,397.7,2599,10.1
21487,2015,1658.4,3140.9,154.1,0,2034.1,85.3,822.2,391.2,2729.6,55.5
21487,2016,1868.6,3370.1,202,0,2037,83.6,857.1,407,2932.9,216.5
21496,2010,677.634,1062.536,252.415,0,125.535,31.954,361.017,232.706,1294.577,568.617
21496,2011,755.399,1130.8,259.219,0,131.182,39.329,339.349,259.972,1345.923,643.279
21496,2012,848.823,1211.454,232.324,7.5,143.236,44.09,326.711,251.36,1436.769,713.546
21496,2013,951.073,1284.761,265.837,8.236,135,42.049,311.117,246.06,1365.271,795.301
21506,2010,7.152,8.57,2.273,0,0,0.221,2.478,0.872,22.879,6.092
21506,2011,7.793,9.227,2.421,0.187,0.706,0.23,3.286,0.908,24.835,5.222
21506,2012,8.014,9.386,2.134,0.385,1.214,0.232,2.479,0.868,27.96,5.679
21506,2013,9.26,10.925,3.047,0.401,0.812,0.231,2.807,1.27,28.867,7.254
21506,2014,11.05,12.605,4.081,0.419,0.393,0.238,3.24,1.141,31.462,8.925
21506,2015,12.062,14.224,4.457,0.303,0.09,0.323,3.375,1.726,34.686,10.587
21506,2016,13.038,15.151,4.574,0.09,0,0.374,2.737,1.645,35.694,12.281
21506,2017,16.853,22.287,5.725,0.727,2.912,0.366,3.766,4.966,38.993,14.802
21506,2018,19.058,25.302,7.511,0.731,2.18,0.555,3.922,5.776,41.838,18.182
21509,2013,2.771,22.993,0,2.893,11.729,2.155,9,20.218,11.27,1.712
21509,2014,16.077,117.162,6.451,5.479,16.254,4.87,63.658,100.377,53.566,29.709
21514,2014,45.105,242.784,41.329,0,0,8.308,20.102,186.403,27.547,215.396
21514,2015,58.74,253.038,55.935,0,0,13.374,13.107,194.298,9.894,233.258
21514,2016,35.714,241.635,33.997,0,0,5.077,9.651,205.921,8.21,225.164
21514,2017,29.224,313.041,24.747,0,0,10.374,10.564,283.817,24.577,293.759
21514,2018,11.131,317.043,3.729,0,0,12.347,9.029,305.912,33.294,298.442
21515,2013,2549.9,6217,180.4,79.7,3657.1,250.8,1590.9,1097.1,10324.6,381.3
21515,2014,2621.8,6076.6,206,80.7,3739.5,246,1518.9,1032.3,10373.9,248.1
21515,2015,2196.3,5612.4,188.1,59.9,3057.4,237.2,1293.5,1082.5,8981.8,816.7
21515,2016,2178.1,5389.9,336.4,109,2845,245.8,1339.5,1019.5,8073.7,809.9
21515,2017,2518.5,5732.7,467,62,2820,208.3,1419.4,1003,8253.7,1090.1
21515,2018,2188.7,5272.4,121.6,21.7,2350.4,187.1,1334.6,955.8,8632.5,1191.7
21520,2013,12.963,14.768,9.845,0,0,0.607,1.576,1.437,0.896,10.04
21520,2014,31.092,32.836,28.526,1.517,7.594,0.622,4.861,1.284,2.983,19.782
21520,2015,45.464,47.148,42.666,4.038,3.677,0.706,7.476,1.382,2.729,35.847
21520,2016,11.81,13.013,9.183,3.755,0,0.725,8.762,0.982,2.842,4.07
21520,2017,22.963,24.566,17.458,0.049,0.102,0.723,6.534,1.452,9.65,17.515
21520,2018,31.403,33.525,23.849,1.067,10.82,0.853,8.612,1.779,10.781,13.746
21522,2013,2.895,3.086,2.308,0.468,4.549,0.039,1.751,0.062,1.404,-3.582
21522,2014,50.891,51.277,49.966,0.031,0.051,0.033,2.134,0.248,5.414,48.762
21522,2015,57.149,105.245,56.364,0.031,0.02,0.087,4.058,0.646,0.849,100.802
21522,2016,117.001,135.635,113.327,0.02,0,0.143,5.271,0.938,5.527,129.985
21522,2017,69.504,80.254,67.736,0,0,0.221,10.228,2.042,3.669,68.601
21522,2018,101.167,103.731,99.102,0,0,0.319,10.468,2.235,3.595,92.182
21524,2012,0.394,0.446,0.328,0,0.125,0,0.189,0,0.03,0.131
21524,2013,5.871,6.206,5.689,0.048,1.337,0.033,4.963,0.281,0.16,-0.123
21524,2014,137.827,139.46,136.422,0.041,3.423,0.152,3.647,1.436,0.379,132.39
21524,2015,106.167,108.708,103.014,0.016,5.238,0.521,5.957,2.388,3.513,97.513
21524,2016,65.438,69.161,62.468,0,6.012,1.314,7.08,3.628,1.929,56.069
21524,2017,60.782,63.84,57.825,2.356,6.352,1.28,10.211,3.012,1.797,47.322
21524,2018,124.069,126.203,120.878,0,10.746,1.091,9.342,2.134,6.596,106.378
21529,2013,7.788,133.43,5.135,10.815,99.609,6.033,15.439,121.11,47.434,18.382
21540,2012,140.124,163.577,100.878,0,0,9.335,98.093,18.37,601.028,65.007
21540,2013,163.127,196.3,115.308,0,0,13.091,145.009,22.088,915.843,50.347
21540,2014,486.868,555.523,415.859,0,0,22.003,232.592,60.639,1318.951,305.539
21540,2015,492.323,694.581,386.071,0,0,32.446,397.026,112.325,2249.885,242.545
21540,2016,477.091,761.683,348.583,0,28.9,55.572,557.22,239.354,3380.36,79.384
21540,2017,816.82,1213.403,619.992,0,415.485,92.85,739.755,361.141,4720.895,-48.329
21542,2010,91.748,160.277,13.416,0,0,10.265,36.246,67.418,244.552,116.739
21542,2011,84.387,178.981,0.013,0,0,11.553,38.687,93.502,266.22,122.504
21542,2012,91.546,193.493,9.111,0,0,13.407,39.625,90.695,303.114,138.136
21542,2013,113.623,215.444,36.235,0,0,12.312,36.329,87.283,321.14,164.106
21542,2014,131.083,233.117,40.022,0,0,11.553,42.713,91.922,356.322,174.059
21542,2015,124.213,232.854,30.432,0,0,11.741,43.413,101.061,358.632,178.918
21542,2016,140.981,256.53,43.748,0,0,13.035,39.042,114.892,383.977,205.898
21542,2017,153.727,296.78,30.414,0,0,15.007,50.065,142.375,405.232,237.226
21542,2018,140.861,308.197,1.994,0,0,17.655,48.071,163.003,433.947,247.499
21554,2014,5.489,21.876,0.573,0,0,0.818,6.633,0.746,13.418,12.786
21554,2015,2.756,23.036,1.361,0,2.28,2.027,7.282,0.892,11.471,11.371
21554,2016,6.345,24.419,1.352,0,0,2.003,14.374,0.912,13.673,5.901
21554,2017,8.873,26.045,1.003,0,5.465,1.505,12.674,1.136,17.698,6.279
21554,2018,12.359,37.728,2.718,0,5.536,1.186,15.004,1.23,22.475,16.821
21560,2009,0.116,0.142,0.09,2.364,0,0.105,18.944,0.001,0,-18.802
21560,2010,0.319,0.32,0.31,3.106,1.437,0.005,19.436,0,0,-20.553
21560,2011,0.159,0.159,0.147,4.539,0.402,0.004,20.952,0,0,-21.209
21560,2012,0.032,0.032,0.023,5.148,0,0.002,22.236,0,0,-22.218
21560,2013,0.225,0.225,0.225,5.778,0.065,0.002,22.957,0,0,-22.807
21560,2014,0.016,0.016,0.016,5.843,0.6,0,22.957,0,0,-24.271
21562,2010,21.181,82.227,8.164,2.322,17.965,2.369,14.433,51.026,21.776,32.308
21563,2010,3.181,3.279,2.606,0,0,0.032,0.172,0.044,2.229,3.094
21563,2011,2.913,3.023,2.26,0,0,0.022,0.1,0.054,1.792,2.915
21563,2012,2.924,2.994,2.185,0,0,0.015,0.046,0.042,2.114,2.942
